Course,CourseTitle,CRN,CourseDates,CourseDays,CourseTimes,Room,CreditHours,Enrolled,AvailableSeats,MaxSeats,ScheduleType,InstructionalMethod,Campus,Instructor,Comments,LACCategory,CourseMaterialType,CourseMaterialCost
FILM320-001,Asian & Asian Amer Film,24335,01/09/2023 05/07/2023,M W F,9:05am-9:55am,Ross Hall 0275,3,0,35,35,Lecture,Face to Face,Main Campus,Kenneth Chan,"Students enrolled in the course must also enroll in the screening section FILM 321.970, CRN 24336.",,,
FILM330-001,Hitchcock,21366,01/09/2023 05/07/2023,T R,9:30am-10:45am,Ross Hall 0285,3,0,35,35,Lecture,Face to Face,Main Campus,Burke Hilsabeck,"Students enrolled in this course must also enroll in screening section, FILM 331.970, CRN 21367.",,,
FND250-001,SC2-Principles of Nutrition,20013,01/09/2023 05/07/2023,M W F,9:05am-9:55am,Gunter Hall 1720,3,0,100,100,Lecture,Face to Face,Main Campus,Anne Mahon,,"LAS1, LC6",,
FND250-470,SC2-Principles of Nutrition,20952,01/09/2023 05/07/2023,T,TBA,Online,3,0,40,40,Lecture,Mixed Face to Face,Main Campus,Susan Gills,,"LAS1, LC6",,
FND252-001,Nutr in the Life Cycle,21070,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Gunter Hall 2540,3,0,32,32,Lecture,Face to Face,Main Campus,Anne Mahon,,,,
FND420-001,Maternal and Child Nutrtn,20018,01/09/2023 05/07/2023,M W F,2:30pm-3:20pm,Gunter Hall 2530,3,0,40,40,Lecture,Face to Face,Main Campus,Lisa Caldwell,,,,
FR302-001,France & Francophonie II,24069,01/09/2023 05/07/2023,M W F,12:20pm-1:10pm,Candelaria Hall 0025,3,0,25,25,Lecture,Face to Face,Main Campus,Christine Moritz,,,,
FR407-001,Fr Phon. and Oral Prof.,23132,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Candelaria Hall 0025,3,0,25,25,Lecture,Face to Face,Main Campus,Christine Moritz,,,,
GEOG100-001,SS2-World Geography,20250,01/09/2023 05/07/2023,M W,10:10am-11:00am,Michener L0074,3,0,65,65,Lecture,Mixed Face to Face,Main Campus,Timothy Vowles,This course meets on-campus and online. Support available at www.unco.edu/Canvas.,"LAB2, LAIS, LC5B, LC7",,
GEOG100-002,SS2-World Geography,21951,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Michener L0074,3,0,65,65,Lecture,Face to Face,Main Campus,Katherine Johnson,,"LAB2, LAIS, LC5B, LC7",,
GEOG100-003,SS2-World Geography,21605,01/09/2023 05/07/2023,M W,11:15am-12:05pm,Michener L0108,3,0,65,65,Lecture,Mixed Face to Face,Main Campus,Timothy Vowles,This course meets on-campus and online. Support available at www.unco.edu/Canvas.,"LAB2, LAIS, LC5B, LC7",,
GEOG111-001,Studies on the Mississippi,24392,01/09/2023 05/07/2023,M W,1:25pm-2:15pm,Candelaria Hall 1220,3,0,10,10,Field Instruction,Internship/Practica,Main Campus,Karen Barton,This course will meet on Wednesdays. The field experience will take place March 12 - 19.,,,
GEOG200-001,SS2-Human Geography,21361,01/09/2023 05/07/2023,M W,1:25pm-2:15pm,Candelaria Hall 1170,3,0,35,35,Lecture,Mixed Face to Face,Main Campus,Phil Klein,This course meets on-campus and online. Support available at www.unco.edu/Canvas.,"LAB2, LC5B",,
GEOG210-001,Intro to GIS and GPS,22576,01/09/2023 05/07/2023,T R,9:30am-10:45am,Candelaria Hall 2110,3,0,24,24,Lecture,Face to Face,Main Campus,Jieun Lee,,,,
GEOG218-001,Emerging Asia,24094,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Candelaria Hall 2260,3,0,0,0,Lecture,Face to Face,Main Campus,James Doerner,,"LAB2, LAIS, LC5B, LC7",,
GEOG302-001,Cartography,21362,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Candelaria Hall 2110,3,0,24,24,Lecture,Face to Face,Main Campus,Jieun Lee,,,,
GEOG320-001,Population Geography,24097,01/09/2023 05/07/2023,M W,11:15am-12:05pm,Candelaria Hall 2170,3,0,25,25,Lecture,Mixed Face to Face,Main Campus,Phil Klein,This course meets on-campus and online. Support available at www.unco.edu/Canvas.,,,
GEOG327-001,Geospatial Programming,24099,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Candelaria Hall 2110,3,0,24,24,Lecture,Face to Face,Main Campus,Jessica Salo,,,,
GEOG370-001,The City,24100,01/09/2023 05/07/2023,T R,3:30pm-4:45pm,Candelaria Hall 0395,3,0,30,30,Lecture,Face to Face,Main Campus,Katherine Johnson,,,,
GEOG491-001,Senior Capstone,23040,01/09/2023 05/07/2023,M W F,3:35pm-4:25pm,Candelaria Hall 1085,2,0,10,10,Lecture,Face to Face,Main Campus,Katherine Johnson,,,,
GEOL100-003,SC1-General Geology,20935,01/09/2023 05/07/2023,M W F,9:05am-9:55am,Michener L0108,4,0,72,72,Lecture,Face to Face,Main Campus,Byron Straw,,"LAS1, LASL, LC6, LCLB",,
GEOL100-105,SC1-General Geology,21189,01/09/2023 05/07/2023,T,12:45pm-2:30pm,Ross Hall 3250,0,0,24,24,Laboratory,Face to Face,Main Campus,Antonio Reveles-Hernandez,,"LAS1, LASL, LC6, LCLB",,
GEOL100-106,SC1-General Geology,21188,01/09/2023 05/07/2023,T,2:45pm-4:30pm,Ross Hall 3250,0,0,24,24,Laboratory,Face to Face,Main Campus,Antonio Reveles-Hernandez,,"LAS1, LASL, LC6, LCLB",,
GEOL100-107,SC1-General Geology,21667,01/09/2023 05/07/2023,W,12:20pm-2:15pm,Ross Hall 3250,0,0,24,24,Laboratory,Face to Face,Main Campus,Antonio Reveles-Hernandez,,"LAS1, LASL, LC6, LCLB",,
GEOL202-006,Historical Geology,20061,01/09/2023 05/07/2023,T R,9:30am-10:45am,Ross Hall 3240,4,0,24,24,Lecture,Face to Face,Main Campus,Emmett Evanoff,,,,
GEOL202-103,Historical Geology,20062,01/09/2023 05/07/2023,T,2:00pm-4:50pm,Ross Hall 3240,0,0,24,24,Laboratory,Face to Face,Main Campus,Emmett Evanoff,,,,
GEOL415-006,Ore Geology,22190,01/09/2023 05/07/2023,M W F,10:10am-11:00am,Ross Hall 3220,3,0,0,0,Lecture,Face to Face,Main Campus,,,,,
GEOL460-006,Geomorphology,22198,01/09/2023 05/07/2023,M,11:15am-2:00pm,Ross Hall 3240,4,0,20,20,Lecture,Face to Face,Main Campus,Sharon Bywater-Reyes,,,,
GEOL460-106,Geomorphology,21217,01/09/2023 05/07/2023,W,11:15am-2:00pm,Ross Hall 3240,0,0,20,20,Laboratory,Face to Face,Main Campus,Sharon Bywater-Reyes,,,,
GEOL481-002,Geologic Field Techniques,22745,01/09/2023 05/07/2023,R,8:00am-5:00pm,Ross Hall 3220,3,0,12,12,Laboratory,Face to Face,Main Campus,Graham Baird,,,,
GEOL515-006,Ore Geology,22192,01/09/2023 05/07/2023,M W F,10:10am-11:00am,Ross Hall 3220,3,0,0,0,Lecture,Face to Face,Main Campus,,,,,
GEOL560-008,Geomorphology,22199,01/09/2023 05/07/2023,M,11:15am-2:00pm,Ross Hall 3240,4,0,20,20,Lecture,Face to Face,Main Campus,Sharon Bywater-Reyes,,,,
GEOL560-108,Geomorphology,21218,01/09/2023 05/07/2023,W,11:15am-2:00pm,Ross Hall 3240,0,0,20,20,Laboratory,Face to Face,Main Campus,Sharon Bywater-Reyes,,,,
GEOL581-002,Geologic Field Techniques,22748,01/09/2023 05/07/2023,R,8:00am-5:00pm,Ross Hall 3220,2,0,2,2,Laboratory,Face to Face,Main Campus,Graham Baird,,,,
GER302-001,Ger and the Germans II,24354,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Candelaria Hall 0280,3,0,25,25,Lecture,Face to Face,Main Campus,Donald Holman,,,,
GER350-001,Intro to German Literature,24353,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Candelaria Hall 0280,3,0,25,25,Lecture,Face to Face,Main Campus,Donald Holman,,,,
GNDR101-002,SS3-Gender and Society,21065,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Candelaria Hall 1220,3,0,65,65,Lecture,Face to Face,Main Campus,Hannah Conner,,"LAB3, LAMS, LC5C, LC8",,
GNDR240-001,"SS3-Gndr, Race, Class, Sex",22964,01/09/2023 05/07/2023,T R,9:30am-10:45am,Candelaria Hall 2220,3,0,25,25,Lecture,Face to Face,Main Campus,Harmony Newman,,"LAB3, LAMS, LC5C, LC8",,
GNDR240-002,"SS3-Gndr, Race, Class, Sex",24084,01/09/2023 05/07/2023,M W F,1:25pm-2:15pm,Candelaria Hall 2220,3,0,25,25,Lecture,Face to Face,Main Campus,Christine Talbot,,"LAB3, LAMS, LC5C, LC8",,
GNDR300-001,History of Feminism,24085,01/09/2023 05/07/2023,M W F,12:30pm-1:10pm,Ross Hall 0090,3,0,15,15,Lecture,Face to Face,Main Campus,Christine Talbot,,,,
GOAL102-010,Career Exploration,21829,01/09/2023 05/07/2023,M W F,10:10am-11:00am,McKee 0142,4,0,20,20,Lecture,Face to Face,Main Campus,James Slaughter,,,,
GOAL202-001,Lit for Car & Com Livin,22035,01/09/2023 05/07/2023,T R,9:30am-10:45am,McKee 0142,4,0,20,20,Lecture,Face to Face,Main Campus,Laura Anderson,,,,
GOAL302-001,Career & Community Engage,22431,01/09/2023 05/07/2023,T R,11:00am-12:15pm,McKee 0423,4,0,10,10,Lecture,Face to Face,Main Campus,Laura Anderson,,,,
GOAL402-101,Prep for Car & Ind Af Col,22796,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,McKee 0144,4,0,18,18,Lecture,Face to Face,Main Campus,Christina Ruffatti,,,,
HIST100-001,HI1-Amer Hist Begin to 1877,21068,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Ross Hall 1060,3,0,40,40,Lecture,Face to Face,Main Campus,Jamie Fogg,,"LAH1, LC4",,
HIST100-002,HI1-Amer Hist Begin to 1877,20247,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Ross Hall 1010,3,0,40,40,Lecture,Face to Face,Main Campus,Jamie Fogg,,"LAH1, LC4",,
HIST101-001,HI1-Amer Hist 1877-Present,20248,01/09/2023 05/07/2023,M W F,8:00am-8:50am,Ross Hall 1060,3,0,40,40,Lecture,Face to Face,Main Campus,Michael Welsh,,"LAH1, LC4",,
HIST101-002,HI1-Amer Hist 1877-Present,21226,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Ross Hall 0060,3,0,40,40,Lecture,Face to Face,Main Campus,Nakeeza Wilson,,"LAH1, LC4",,
HIST113-001,HI1-Asian Civ from 1500,22677,01/09/2023 05/07/2023,M W F,10:10am-11:00am,Michener L0174,3,0,40,40,Lecture,Face to Face,Main Campus,Jiacheng Liu,,"LAH1, LC4",,
HIST115-001,HI1-World History Since 1500,24131,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Ross Hall 1060,3,0,40,40,Lecture,Face to Face,Main Campus,Caitlin Monroe,,"LAH1, LAIS, LC4, LC7",,
HIST118-001,HI1-History of Mexico,21974,01/09/2023 05/07/2023,M W F,9:05am-9:55am,Candelaria Hall 2220,3,0,40,40,Lecture,Face to Face,Main Campus,Robert Weis,,"LAH1, LC4",,
HIST121-001,HI1-West Civ 1689-Present,20951,01/09/2023 05/07/2023,M W F,1:25pm-2:15pm,Ross Hall 0090,3,0,40,40,Lecture,Face to Face,Main Campus,Joan Clinefelter,,"LAH1, LC4",,
HIST224-001,History of Colorado,21174,01/09/2023 05/07/2023,M W F,10:10am-11:00am,Ross Hall 0274,3,0,40,40,Lecture,Face to Face,Main Campus,Michael Welsh,,,,
HIST280-001,Sophomore Seminar,21344,01/09/2023 05/07/2023,M W F,12:20pm-1:10pm,Ross Hall 0285,3,0,20,20,Lecture,Face to Face,Main Campus,Jiacheng Liu,"Students enrolling in this course must also enroll in LIB 180, CRN 22415.",,,
HIST300-001,History of Feminism,24104,01/09/2023 05/07/2023,M W F,12:20pm-1:10pm,Ross Hall 0090,3,0,15,15,Lecture,Face to Face,Main Campus,Christine Talbot,,,,
HIST305-101,Screening for HIST 306,24058,01/09/2023 05/07/2023,W,3:35pm-5:05pm,Ross Hall 0275,00-00,0,20,20,Laboratory,Face to Face,Main Campus,Jiacheng Liu,"Students enrolled in the course must also enroll in HIST 306.001, CRN 24059.",,,
HIST306-001,Modern China through Film,24059,01/09/2023 05/07/2023,M W F,2:30pm-3:20pm,Ross Hall 0275,3,0,20,20,Lecture,Face to Face,Main Campus,Jiacheng Liu,"Students enrolled in the course must also enroll in the screening section, HIST 305.101, CRN 24058.",,,
HIST316-001,Hist of Caribbean & Cent Amer,24060,01/09/2023 05/07/2023,M W F,1:25pm-2:15pm,Ross Hall 1090,3,0,50,50,Lecture,Face to Face,Main Campus,Robert Weis,,,,
HIST328-001,The US West Since 1846,24061,01/09/2023 05/07/2023,M W F,12:20pm-1:10pm,Ross Hall 3275,3,0,20,20,Lecture,Face to Face,Main Campus,Michael Welsh,,,,
HIST356-001,1970s: Decade of Change,24062,01/09/2023 05/07/2023,M W F,10:10am-11:00am,Ross Hall 2295,3,0,20,20,Lecture,Face to Face,Main Campus,Aaron Haberman,,,,
HIST382-001,Hitler'S Germ/1890-1945,24063,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Ross Hall 0090,3,0,20,20,Lecture,Face to Face,Main Campus,Joan Clinefelter,,,,
HIST392-001,Sex/Gender Modern Europe,24064,01/09/2023 05/07/2023,M W F,9:05am-9:55am,Ross Hall 0274,3,0,20,20,Lecture,Face to Face,Main Campus,Joan Clinefelter,,,,
HIST480-001,Animals and History,21115,01/09/2023 05/07/2023,W,3:35pm-6:35pm,Ross Hall 1060,3,0,20,20,Seminar,Face to Face,Main Campus,Robert Weis,"Students wanting to enroll in this course must contact the History Department Chair, Aaron Haberman, Aaron.Haberman@unco.edu.",,,
HIST580-001,Animals and History,22754,01/09/2023 05/07/2023,W,3:35pm-6:35pm,Ross Hall 1060,3,0,5,5,Seminar,Face to Face,Main Campus,Robert Weis,,,,
HON200-001,Honors Connections Sem II,21130,01/09/2023 05/07/2023,M W,12:20pm-1:35pm,TBA,3,0,20,20,Seminar,Face to Face,Main Campus,Michael Kimball,Class meets in MICH L0098,,,
HON351-001,JR Honors Sem/Project Design,20883,01/09/2023 05/07/2023,M,4:00pm-6:00pm,Michener L0074,3-Jan,0,29,29,Seminar,Face to Face,Main Campus,Corinne Wieben,,,,
HON395-001,Commemorating Catastrophe,21250,01/09/2023 05/07/2023,T R,9:30am-10:45am,TBA,3,0,15,15,Seminar,Basic Skills F2F(Ext Stu),Main Campus,Jeraldine Kraver,Class meets in Michener L-98 in the HSL Seminar Room,,,
HON451-001,Sr Honors Research Thesis,20884,01/09/2023 05/07/2023,TBA,TBA,TBA,3-Jan,0,40,40,Thesis,Directed Study,Main Campus,Corinne Wieben,,,,
HON492-002,Honors Intern/Study Abroad,21249,01/09/2023 05/07/2023,TBA,TBA,TBA,4-Jan,0,10,10,Internship,Internship/Practica,Main Campus,Loree Crow,,,,
HUM130-001,AH3-Intro to Cultural Studies,23063,01/09/2023 05/07/2023,M W F,2:30pm-3:20pm,Ross Hall 0280,3,0,35,35,Lecture,Face to Face,Main Campus,Yavanna Brownlee,,"LAA3, LAMS, LC3C, LC8",,
HUM231-001,AH2-Images: Gender in Lit/Arts,24116,01/09/2023 05/07/2023,T R,3:30pm-4:45pm,Ross Hall 1090,3,0,35,35,Lecture,Face to Face,Main Campus,Molly Desjardins,,"LAA2, LC3B",,
HUSR205-001,SS3-Intro to Human Services,20029,01/09/2023 05/07/2023,M W F,9:05am-9:55am,Gunter Hall 2520,3,0,50,50,Lecture,Face to Face,Main Campus,David Greene,,"LAB3, LC5C",,
HUSR205-002,SS3-Intro to Human Services,20956,01/09/2023 05/07/2023,M W F,10:10am-11:00am,Gunter Hall 2520,3,0,50,50,Lecture,Face to Face,Main Campus,David Greene,,"LAB3, LC5C",,
HUSR300-002,Human Serv Helping Skills,20034,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Kepner Hall 1045,3,0,26,26,Lecture,Face to Face,Main Campus,Katherine O'Hara,,,,
HUSR300-003,Human Serv Helping Skills,21393,01/09/2023 05/07/2023,T R,9:30am-10:45am,Kepner Hall 1045,3,0,26,26,Lecture,Face to Face,Main Campus,Katherine O'Hara,,,,
HUSR300-005,Human Serv Helping Skills,24420,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Kepner Hall 1045,3,0,25,25,Lecture,Face to Face,Main Campus,Katherine O'Hara,,,,
HUSR336-001,Human Sexuality,20036,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Kepner Hall 2025,3,0,30,30,Lecture,Face to Face,Main Campus,Rose Grose,,,,
HUSR336-002,Human Sexuality,21993,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Kepner Hall 2025,3,0,30,30,Lecture,Face to Face,Main Campus,Rose Grose,,,,
HUSR380-001,Rehab Prin Case Mgmt,23008,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Kepner Hall 1010,3,0,30,30,Lecture,Face to Face,Main Campus,Darwin Hargrave,,,,
HUSR385-001,Work Families Rehab,20038,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Kepner Hall 2040,3,0,30,30,Lecture,Face to Face,Main Campus,Darwin Hargrave,,,,
HUSR397-001,Substance Abuse Prevnt Treatmt,21214,01/09/2023 05/07/2023,T R,9:30am-10:45am,Kepner Hall 0060,3,0,25,25,Lecture,Face to Face,Main Campus,Erin Moser,,,,
HUSR399-001,Professional Ethics Human Serv,22675,01/09/2023 05/07/2023,T R,8:00am-9:15am,Kepner Hall 1045,3,0,30,30,Lecture,Face to Face,Main Campus,Katherine O'Hara,,,,
HUSR410-001,Human Serv Plan & Eval,21011,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Gunter Hall 1140,3,0,20,20,Lecture,Face to Face,Main Campus,Elizabeth Gilbert,,,,
HUSR410-002,Human Serv Plan & Eval,21616,01/09/2023 05/07/2023,T R,9:30am-10:45am,Gunter Hall 1140,3,0,20,20,Lecture,Face to Face,Main Campus,Elizabeth Gilbert,,,,
HUSR475-001,Psychiatric Rehab,20839,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Kepner Hall 0060,3,0,30,30,Lecture,Face to Face,Main Campus,,,,,
INTR102-001,ASL VI,21380,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,McKee 0338,3,0,10,10,Lecture,Face to Face,Main Campus,Melinda Kisling,,,,
INTR201-001,Ethics for Interpreters,22938,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,McKee 0146,3,0,15,15,Lecture,Face to Face,Main Campus,Kellie Stewart,,,,
INTR206-001,Meaning Transf Skills for Int,22939,01/09/2023 05/07/2023,T R,9:30am-10:45am,McKee 0333,3,0,15,15,Lecture,Face to Face,Main Campus,Kellie Stewart,,,,
INTR330-001,Observation-Supervision,22940,01/09/2023 05/07/2023,M W F,9:05am-9:55am,McKee 0333,3,0,15,15,Lecture,Face to Face,Main Campus,Pauline Ballentine,,,,
INTR355-001,Interp Skills & Theory III,24402,01/09/2023 05/07/2023,M W F,10:10am-11:00am,McKee 0253,3,0,15,15,Lecture,Face to Face,Main Campus,Kellie Stewart,,,,
INTR426-001,Simult Interp Lab III,22400,01/09/2023 05/07/2023,T R,11:00am-12:15pm,McKee 0425,2,0,15,15,Laboratory,Face to Face,Main Campus,Kellie Stewart,,,,
JAPN102-001,Elementary Japanese II,21254,01/09/2023 05/07/2023,T R,11:00am-11:50am,Candelaria Hall 2280,5,0,25,25,Lecture,Face to Face,Main Campus,Kaori Shimizu,,LC7,,
JAPN116-001,Contemporary Japan,24073,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Candelaria Hall 0395,3,0,25,25,Lecture,Face to Face,Main Campus,Kaori Shimizu,,LC7,,
JAPN202-001,AH4-Intermediate Japanese II,20210,01/09/2023 05/07/2023,M W F,12:20pm-1:10pm,Candelaria Hall 2280,3,0,25,25,Lecture,Face to Face,Main Campus,Kaori Shimizu,,"LAA4, LAIS, LC3D, LC7",,
JMS100-001,Intro Jour Media Studies,22449,01/09/2023 05/07/2023,M W,2:30pm-3:45pm,Candelaria Hall 2135,3,0,40,40,Lecture,Face to Face,Main Campus,Shawn Montano,,,,
JMS210-001,Media Writing,24261,01/09/2023 05/07/2023,T R,3:30pm-4:45pm,Candelaria Hall 1395,3,0,21,21,Lecture,Face to Face,Main Campus,Lynn Klyde-Allaman,,,,
JMS315-001,Sports Reporting,24089,01/09/2023 05/07/2023,R,6:00pm-9:00pm,Candelaria Hall 1395,3,0,21,21,Lecture,Face to Face,Main Campus,Lynn Klyde-Allaman,,,,
JMS342-001,Video Production,21730,01/09/2023 05/07/2023,M W,10:10am-12:05pm,Candelaria Hall 1315,4,0,16,16,Lecture,Face to Face,Main Campus,Shawn Montano,,,,
JMS350-001,News Editing,21604,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Candelaria Hall 1395,3,0,21,21,Lecture,Face to Face,Main Campus,Lynn Klyde-Allaman,,,,
JMS450-001,News Production,21355,01/09/2023 05/07/2023,M F,12:30pm-2:25pm,Candelaria Hall 1315,4,0,6,6,Lecture,Face to Face,Main Campus,Shawn Montano,"Students wanting to enroll in this course must contact the instructor via email, Shawn.Montano@unco.edu.",,,
LEAD200-001,Strategic Leadership,24083,01/09/2023 05/07/2023,R,5:00pm-8:00pm,Candelaria Hall 2260,3,0,25,25,Seminar,Face to Face,Main Campus,Thomas Endres,,,,
LEAD497-001,Senior Leadership Seminar,22673,01/09/2023 05/07/2023,M W F,10:10am-11:00am,Candelaria Hall 2190,3,0,25,25,Seminar,Face to Face,Main Campus,James Keaten,,,,
LIB123-001,Intro to Library Research,21996,01/09/2023 03/05/2023,T R,12:30pm-1:45pm,Michener L0117,1,0,0,0,Lecture,Face to Face,Main Campus,Darren Ilett,Restricted to CHE students,,,
LIB151-001,Research Skills,21000,01/09/2023 03/05/2023,M W F,10:10am-11:00am,Michener 0303,1,0,30,30,Lecture,Face to Face,Main Campus,Stephanie Evers,Restricted to Honors Students,,,
LIB160-002,Crim Jus Library Research,21001,01/09/2023 03/05/2023,T R,9:30am-10:45am,Michener 0303,1,0,25,25,Lecture,Face to Face,Main Campus,Margarita Shawcross,Restricted to Criminal Justice majors,,,
LIB180-001,History Lib Research,22415,01/09/2023 03/05/2023,M W F,1:25pm-2:15pm,Michener 0303,1,0,20,20,Lecture,Face to Face,Main Campus,Emory Trask,"Restricted to History majors Students enrolling in this course must also enroll in HIST 280, CRN 21344",,,
LIB251-001,Research as Inquiry,21706,01/09/2023 05/07/2023,M,4:00pm-6:00pm,Michener L0074,1,0,35,35,Lecture,Face to Face,Main Campus,Annie Epperson,Prerequisite: LIB 151; Or consent of instructor Restricted to Honors Students Restricted to sophomore and above,,,
MAS100-001,SS3-Intro to Mex Am Studies,20237,01/09/2023 05/07/2023,M W F,10:10am-11:00am,Candelaria Hall 1220,3,0,65,65,Lecture,Face to Face,Main Campus,Dennis Aguirre,,"LAB3, LAMS, LC5C, LC8",,
MAS110-001,AH2-Contemporary Chicano Lit,20238,01/09/2023 05/07/2023,T R,9:30am-10:45am,Candelaria Hall 2345,3,0,35,35,Lecture,Face to Face,Main Campus,Jonathan Alcantar,,"LAA2, LAMS, LC3B, LC8",,
MAS225-001,HI1-Latina/o History,24130,01/09/2023 05/07/2023,M W,1:25pm-2:15pm,Candelaria Hall 2345,3,0,35,35,Lecture,Mixed Face to Face,Main Campus,Dennis Aguirre,This course meets on-campus and online. Support available at www.unco.edu/Canvas.,"LAH1, LAMS, LC4, LC8",,
MAS275-001,Education of Mex Am Stds,22894,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Candelaria Hall 0045,3,0,35,35,Lecture,Face to Face,Main Campus,Priscilla Falcon,,,,
MAS301-001,Mex Am Pol & Leadrshp,21630,01/09/2023 05/07/2023,T R,9:30am-10:45am,Candelaria Hall 0045,3,0,30,30,Lecture,Face to Face,Main Campus,Priscilla Falcon,,,,
MAS337-001,The U.S. Mexico Border,22961,01/09/2023 05/07/2023,T,11:00am-12:15pm,Candelaria Hall 1025,3,0,35,35,Lecture,Mixed Face to Face,Main Campus,Jonathan Alcantar,This course meets on-campus and online. Support available at www.unco.edu/Canvas.,,,
MAS420-001,Chicana/o Civ Rights Mov,21507,01/09/2023 05/07/2023,T,4:00pm-7:00pm,Candelaria Hall 0045,3,0,30,30,Lecture,Face to Face,Main Campus,Priscilla Falcon,,,,
MATH115-002,Trigonometry Workshop,24152,01/09/2023 02/12/2023,M W F,1:25pm-2:15pm,Ross Hall 2090,1,0,30,30,Lecture,Face to Face,Main Campus,Angela Steele,,,,
MATH119-003,Suppl Math for Liberal Arts,22634,01/09/2023 05/07/2023,T,11:00am-12:15pm,Ross Hall 3240,1,0,24,24,Lecture,Face to Face,Main Campus,Angela Steele,,,,
MATH120-003,MA1-Math and Liberal Arts,20078,01/09/2023 05/07/2023,M W F,9:05am-9:55am,Ross Hall 2295,3,0,32,32,Lecture,Face to Face,Main Campus,Angela Steele,,"LAX1, LC2",,
MATH120-008,MA1-Math and Liberal Arts,20077,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Ross Hall 2270,3,0,32,32,Lecture,Face to Face,Main Campus,Angela Steele,,"LAX1, LC2",,
MATH123-006,Supplemental Algebra,21272,01/09/2023 05/07/2023,R,12:30pm-1:45pm,Ross Hall 3240,1,0,35,35,Lecture,Face to Face,Main Campus,Alphonse Nde Nembot,This section of Supplemental Algebra can only be taken as a co-requisite with College Algebra MATH 124-006 CRN 20765.,,,
MATH124-006,MA1-College Algebra,20765,01/09/2023 05/07/2023,T,12:30pm-1:20pm,Ross Hall 3240,4,0,35,35,Lecture,Face to Face,Main Campus,Alphonse Nde Nembot,This section of College Algebra can only be taken as a co-requisite with Supplemental Algebra MATH 123-006 CRN 21272.,"LAX1, LC2",,
MATH124-007,MA1-College Algebra,20805,01/09/2023 05/07/2023,T,2:00pm-2:50pm,Ross Hall 0275,4,0,35,35,Lecture,Face to Face,Main Campus,Theophilus Acquah,,"LAX1, LC2",,
MATH127-004,MA1-Elementary Functions,20766,01/09/2023 05/07/2023,T,9:30am-10:20am,Ross Hall 2260,4,0,25,25,Lecture,Face to Face,Main Campus,Angela Steele,,"LAX1, LC2",,
MATH130-003,Supplemental Calculus,21305,01/09/2023 05/07/2023,R,9:30am-10:45am,Ross Hall 2275,1,0,30,30,Lecture,Face to Face,Main Campus,Elizabeth Kersey,Supplement for Math 131 Calculus I.,,,
